GDPPerCapiGrowth,purchas,saving,Infla_rate
1.0,0.4786191307065895,-0.5215287035673061,0.1651698742870835
0.4786191307065895,1.0,-0.027575627422725676,-0.08119679226417345
-0.5215287035673061,-0.027575627422725676,1.0,-0.32681874314479703
0.1651698742870835,-0.08119679226417345,-0.32681874314479703,1.0
