,HFCS,Femmes,Hommes,YM
123,-1.7417734760029393,0.37357265162557085,1.2101717482330139,2012-11
124,-1.7417734760029393,0.3031366705633278,1.152351103993648,2012-10
125,-1.6508447545445066,0.23270068950108574,1.094530459754282,2012-09
126,-1.5599160330860737,0.2503096847666463,1.065620137634599,2012-08
127,-1.2871298687107753,0.26791868003220776,1.0367098155149155,2012-07
128,-1.0143437043354768,0.28552767529776824,1.0077994933952323,2012-06
129,-0.9234149828770439,0.21509169423552618,1.0077994933952323,2012-05
130,-1.1962011472523424,0.14465571317328316,1.0077994933952323,2012-04
131,-1.2871298687107753,0.07421973211104106,1.0077994933952323,2012-03
132,-1.6508447545445066,0.07421973211104106,0.9644340102157081,2012-02
133,-1.7417734760029393,0.07421973211104106,0.9210685270361836,2012-01
134,-1.8327021974613722,0.07421973211104106,0.8777030438566592,2011-12
135,-1.7417734760029393,0.09182872737660158,0.8343375606771347,2011-11
136,-1.4689873116276408,0.1094377226421621,0.7909720774976096,2011-10
137,-1.7417734760029393,0.12704671790772262,0.7476065943180851,2011-09
138,-1.5599160330860737,0.1094377226421621,0.7186962721984022,2011-08
139,-1.2871298687107753,0.09182872737660158,0.6897859500787192,2011-07
140,-1.4689873116276408,0.07421973211104106,0.6608756279590362,2011-06
141,-1.4689873116276408,0.12704671790772262,0.6464204668991947,2011-05
142,-1.5599160330860737,0.1798737037044042,0.6319653058393525,2011-04
143,-1.4689873116276408,0.23270068950108574,0.617510144779511,2011-03
144,-1.1962011472523424,0.2503096847666463,0.617510144779511,2011-02
145,-1.2871298687107753,0.26791868003220776,0.617510144779511,2011-01
146,-1.1052724257939095,0.28552767529776824,0.617510144779511,2010-12
147,-0.8324862614186112,0.21509169423552618,0.675330789018877,2010-11
148,-1.0143437043354768,0.14465571317328316,0.7331514332582436,2010-10
149,-1.1052724257939095,0.07421973211104106,0.7909720774976096,2010-09
150,-1.1962011472523424,0.07421973211104106,0.805427238557451,2010-08
151,-1.4689873116276408,0.07421973211104106,0.8198823996172925,2010-07
152,-1.4689873116276408,0.07421973211104106,0.8343375606771339,2010-06
153,-1.378058590169208,0.07421973211104106,0.863247882796817,2010-05
154,-1.2871298687107753,0.07421973211104106,0.8921582049165007,2010-04
155,-1.1052724257939095,0.07421973211104106,0.9210685270361836,2010-03
156,-1.0143437043354768,0.07421973211104106,0.9499788491558665,2010-02
157,-0.7415575399601783,0.07421973211104106,0.9788891712755495,2010-01
158,-0.8324862614186112,0.07421973211104106,1.0077994933952323,2009-12
159,-0.8324862614186112,0.07421973211104106,0.9210685270361836,2009-11
160,-1.1052724257939095,0.07421973211104106,0.8343375606771339,2009-10
161,-1.1962011472523424,0.07421973211104106,0.7476065943180851,2009-09
162,-1.2871298687107753,0.056610736845480535,0.7620617553779265,2009-08
163,-1.2871298687107753,0.039001741579920014,0.7765169164377681,2009-07
164,-1.2871298687107753,0.021392746314359487,0.7909720774976096,2009-06
165,-1.4689873116276408,-0.06665223001344313,0.6897859500787192,2009-05
166,-1.5599160330860737,-0.15469720634124667,0.5885998226598281,2009-04
167,-1.7417734760029393,-0.2427421826690493,0.48741369524093775,2009-03
168,-1.7417734760029393,-0.3483961542624134,0.32840692358268075,2009-02
169,-1.7417734760029393,-0.4540501258557765,0.16940015192442412,2009-01
170,-1.8327021974613722,-0.5597040974491405,0.01039338026616712,2008-12
171,-1.8327021974613722,-0.6301400785113827,-0.018516941853515833,2008-11
172,-1.923630918919805,-0.7005760595736252,-0.04742726397319917,2008-10
173,-1.7417734760029393,-0.7710120406358673,-0.07633758609288212,2008-09
174,-1.923630918919805,-0.7886210359014278,-0.10524790821256508,2008-08
175,-1.923630918919805,-0.8062300311669883,-0.13415823033224802,2008-07
176,-1.923630918919805,-0.8238390264325489,-0.16306855245193097,2008-06
177,-1.5599160330860737,-0.8590570169636699,-0.16306855245193097,2008-05
178,-1.2871298687107753,-0.8942750074947914,-0.16306855245193097,2008-04
179,-1.2871298687107753,-0.9294929980259125,-0.16306855245193097,2008-03
180,-1.1962011472523424,-0.8766660122292309,-0.13415823033224802,2008-02
181,-1.1962011472523424,-0.8238390264325489,-0.10524790821256508,2008-01
182,-0.8324862614186112,-0.7710120406358673,-0.07633758609288212,2007-12
183,-0.7415575399601783,-0.7005760595736252,0.01039338026616712,2007-11
184,-0.2869139326680142,-0.6301400785113827,0.09712434662521637,2007-10
185,-0.19598521120958137,-0.5597040974491405,0.1838553129842656,2007-09
186,0.0768009531657171,-0.4892681163868985,0.1838553129842656,2007-08
187,0.34958711754101557,-0.41883213532465546,0.1838553129842656,2007-07
188,0.5314445604578812,-0.3483961542624134,0.1838553129842656,2007-06
189,0.4405158389994484,-0.27796017320017125,0.22722079616379004,2007-05
190,-0.10505648975114855,-0.20752419213792825,0.27058627934331486,2007-04
191,-0.19598521120958137,-0.13708821107568614,0.3139517625228393,2007-03
192,-0.2869139326680142,-0.20752419213792825,0.32840692358268075,2007-02
193,-0.2869139326680142,-0.27796017320017125,0.3428620846425222,2007-01
194,-0.377842654126447,-0.3483961542624134,0.35731724570236373,2006-12
195,-0.377842654126447,-0.13708821107568614,0.35731724570236373,2006-11
196,-0.2869139326680142,0.07421973211104106,0.35731724570236373,2006-10
197,-0.2869139326680142,0.28552767529776824,0.35731724570236373,2006-09
198,-0.46877137558487986,0.2503096847666472,0.40068272888188816,2006-08
199,-0.377842654126447,0.21509169423552524,0.4440482120614133,2006-07
200,-0.5597000970433127,0.1798737037044042,0.48741369524093775,2006-06
201,-0.6506288185017455,0.2503096847666463,0.48741369524093775,2006-05
202,-0.5597000970433127,0.3207456658288893,0.48741369524093775,2006-04
203,-0.46877137558487986,0.3911816468911314,0.48741369524093775,2006-03
204,-0.377842654126447,0.3911816468911314,0.45850337312125483,2006-02
205,-0.5597000970433127,0.3911816468911314,0.4295930510015711,2006-01
206,-0.6506288185017455,0.3911816468911314,0.40068272888188816,2005-12
207,-0.9234149828770439,0.37357265162557085,0.40068272888188816,2005-11
208,-1.0143437043354768,0.35596365636001037,0.40068272888188816,2005-10
209,-0.9234149828770439,0.33835466109444984,0.40068272888188816,2005-09
210,-0.8324862614186112,0.26791868003220776,0.40068272888188816,2005-08
211,-0.8324862614186112,0.1974826989699647,0.40068272888188816,2005-07
212,-0.8324862614186112,0.12704671790772262,0.40068272888188816,2005-06
213,-0.7415575399601783,0.07421973211104106,0.40068272888188816,2005-05
214,-0.46877137558487986,0.02139274631435855,0.40068272888188816,2005-04
215,-0.46877137558487986,-0.03143423948232302,0.40068272888188816,2005-03
216,-0.377842654126447,0.02139274631435855,0.4151378899417296,2005-02
217,-0.46877137558487986,0.07421973211104106,0.42959305100157186,2005-01
218,-0.377842654126447,0.12704671790772262,0.4440482120614133,2004-12
219,-0.2869139326680142,0.14465571317328316,0.42959305100157186,2004-11
220,-0.10505648975114855,0.16226470843884366,0.4151378899417296,2004-10
221,-0.10505648975114855,0.1798737037044042,0.40068272888188816,2004-09
222,-0.19598521120958137,0.16226470843884366,0.38622756782204665,2004-08
223,-0.377842654126447,0.14465571317328316,0.3717724067622052,2004-07
224,-0.2869139326680142,0.12704671790772262,0.35731724570236373,2004-06
225,-0.2869139326680142,0.21509169423552524,0.35731724570236373,2004-05
226,-0.19598521120958137,0.30313667056332877,0.35731724570236373,2004-04
227,-0.2869139326680142,0.3911816468911314,0.35731724570236373,2004-03
228,-0.377842654126447,0.30313667056332877,0.35731724570236373,2004-02
229,-0.2869139326680142,0.21509169423552524,0.35731724570236373,2004-01
230,-0.377842654126447,0.12704671790772262,0.35731724570236373,2003-12
231,-0.377842654126447,0.056610736845480535,0.3139517625228393,2003-11
232,-0.46877137558487986,-0.013825244216762494,0.2705862793433145,2003-10
233,-0.2869139326680142,-0.08426122527900458,0.22722079616379004,2003-09
234,-0.2869139326680142,-0.03143423948232302,0.21276563510394855,2003-08
235,-0.2869139326680142,0.021392746314359487,0.1983104740441071,2003-07
236,-0.19598521120958137,0.07421973211104106,0.1838553129842656,2003-06
237,-0.19598521120958137,0.056610736845480535,0.16940015192442412,2003-05
238,-0.2869139326680142,0.039001741579920014,0.15494499086458227,2003-04
239,-0.46877137558487986,0.021392746314359487,0.14048982980474078,2003-03
240,-0.10505648975114855,-0.08426122527900458,0.09712434662521637,2003-02
241,0.16772967462414992,-0.18991519687236771,0.05375886344569155,2003-01
242,0.5314445604578812,-0.2955691684657318,0.01039338026616712,2002-12
243,0.5314445604578812,-0.2955691684657318,-0.004061780793674356,2002-11
244,0.4405158389994484,-0.2955691684657318,-0.018516941853515833,2002-10
245,0.34958711754101557,-0.2955691684657318,-0.03297210291335731,2002-09
246,0.5314445604578812,-0.3131781637312923,-0.03297210291335731,2002-08
247,0.622373281916314,-0.33078715899685285,-0.03297210291335731,2002-07
248,0.8042307248331797,-0.3483961542624134,-0.03297210291335731,2002-06
249,0.8951594462916125,-0.33078715899685285,-0.04742726397319878,2002-05
250,0.622373281916314,-0.3131781637312923,-0.061882425033040644,2002-04
251,0.8042307248331797,-0.2955691684657318,-0.07633758609288212,2002-03
252,0.7133020033747468,-0.27796017320017125,-0.10524790821256508,2002-02
253,0.8951594462916125,-0.2603511779346098,-0.13415823033224802,2002-01
254,0.8951594462916125,-0.2427421826690493,-0.16306855245193097,2001-12
255,0.8042307248331797,-0.22513318740348875,-0.19197887457161394,2001-11
256,0.8042307248331797,-0.20752419213792825,-0.22088919669129728,2001-10
257,0.7133020033747468,-0.18991519687236771,-0.24979951881098023,2001-09
258,0.8951594462916125,-0.15469720634124667,-0.2787098409306632,2001-08
259,1.0770168892084782,-0.11947921581012563,-0.3076201630503465,2001-07
260,1.167945610666911,-0.08426122527900458,-0.3365304851700295,2001-06
261,1.2588743321253437,-0.06665223001344406,-0.32207532411018797,2001-05
262,1.713517939417508,-0.04904323474788354,-0.3076201630503465,2001-04
263,1.8953753823343735,-0.03143423948232302,-0.29316500199050505,2001-03
264,2.0772328252512393,0.003783751048798028,-0.24979951881098023,2001-02
265,2.168161546709672,0.039001741579920014,-0.2064340356314558,2001-01
266,1.8953753823343735,0.07421973211104106,-0.16306855245193097,2000-12
267,1.622589217959075,0.1094377226421621,-0.11970306927240655,2000-11
268,1.622589217959075,0.14465571317328316,-0.07633758609288174,2000-10
269,1.4407317750422095,0.1798737037044042,-0.03297210291335731,2000-09
270,1.713517939417508,0.23270068950108574,0.024848541326008597,2000-08
271,1.9863041037928064,0.28552767529776824,0.08266918556537489,2000-07
272,1.8953753823343735,0.33835466109444984,0.14048982980474078,2000-06
273,1.8044466608759406,0.4087906421566919,0.1983104740441071,2000-05
274,1.8044466608759406,0.47922662321893494,0.256131118283473,2000-04
275,1.5316604965006422,0.5496626042811771,0.3139517625228393,2000-03
276,1.5316604965006422,0.6200985853434191,0.3717724067622052,2000-02
277,1.5316604965006422,0.6905345664056612,0.42959305100157186,2000-01
278,1.5316604965006422,0.7609705474679033,0.48741369524093775,1999-12
279,1.713517939417508,0.8314065285301454,0.5452343394803036,1999-11
280,1.622589217959075,0.9018425095923884,0.6030549837196704,1999-10
281,1.5316604965006422,0.9722784906546305,0.6608756279590362,1999-09
282,1.3498030535837766,1.0074964811857516,0.7042411111385607,1999-08
283,1.167945610666911,1.0427144717168735,0.7476065943180851,1999-07
284,1.0770168892084782,1.0779324622479947,0.7909720774976096,1999-06
285,0.9860881677500453,1.0955414575135551,0.805427238557451,1999-05
286,0.9860881677500453,1.1131504527791156,0.8198823996172925,1999-04
287,1.0770168892084782,1.130759448044676,0.8343375606771339,1999-03
288,1.167945610666911,1.130759448044676,0.8198823996172925,1999-02
289,1.0770168892084782,1.130759448044676,0.805427238557451,1999-01
290,0.8951594462916125,1.130759448044676,0.7909720774976096,1998-12
291,0.9860881677500453,1.130759448044676,0.7765169164377681,1998-11
292,1.167945610666911,1.130759448044676,0.7620617553779265,1998-10
293,1.2588743321253437,1.130759448044676,0.7476065943180851,1998-09
294,1.167945610666911,1.1483684433102366,0.7620617553779265,1998-08
295,1.0770168892084782,1.1659774385757973,0.7765169164377681,1998-07
296,0.7133020033747468,1.1835864338413578,0.7909720774976096,1998-06
297,0.7133020033747468,1.2011954291069182,0.805427238557451,1998-05
298,0.4405158389994484,1.2188044243724787,0.8198823996172925,1998-04
299,0.5314445604578812,1.2364134196380392,0.8343375606771339,1998-03
300,0.16772967462414992,1.2716314101691604,0.8777030438566584,1998-02
301,-0.014127768292715726,1.3068494007002822,0.9210685270361836,1998-01
302,0.34958711754101557,1.3420673912314034,0.9644340102157081,1997-12
303,0.34958711754101557,1.3420673912314034,0.9788891712755495,1997-11
304,0.34958711754101557,1.3420673912314034,0.993344332335391,1997-10
305,0.34958711754101557,1.3420673912314034,1.0077994933952323,1997-09
306,0.25865839608258273,1.3420673912314034,1.022254654455074,1997-08
307,0.0768009531657171,1.3420673912314034,1.0367098155149155,1997-07
308,0.16772967462414992,1.3420673912314034,1.0511649765747568,1997-06
309,-0.46877137558487986,1.3420673912314034,1.0511649765747568,1997-05
310,-0.377842654126447,1.3420673912314034,1.0511649765747568,1997-04
311,-0.46877137558487986,1.3420673912314034,1.0511649765747568,1997-03
312,-0.2869139326680142,1.3420673912314034,1.0367098155149155,1997-02
313,-0.46877137558487986,1.3420673912314034,1.022254654455074,1997-01
314,-0.46877137558487986,1.3420673912314034,1.0077994933952323,1996-12
315,-0.6506288185017455,1.3596763864969639,0.9788891712755495,1996-11
316,-0.7415575399601783,1.3772853817625244,0.9499788491558665,1996-10
317,-0.8324862614186112,1.3948943770280848,0.9210685270361836,1996-09
318,-0.9234149828770439,1.3948943770280848,0.9066133659763421,1996-08
319,-0.8324862614186112,1.3948943770280848,0.8921582049165007,1996-07
320,-0.8324862614186112,1.3948943770280848,0.8777030438566592,1996-06
321,-0.7415575399601783,1.3596763864969639,0.8343375606771347,1996-05
322,-0.6506288185017455,1.3244583959658418,0.7909720774976096,1996-04
323,-0.5597000970433127,1.2892404054347208,0.7476065943180851,1996-03
324,-0.5597000970433127,1.2364134196380392,0.7042411111385607,1996-02
325,-0.5597000970433127,1.1835864338413578,0.6608756279590354,1996-01
326,-0.9234149828770439,1.130759448044676,0.617510144779511,1995-12
327,-0.5597000970433127,1.1131504527791156,0.5885998226598281,1995-11
328,-0.377842654126447,1.0955414575135551,0.5596895005401451,1995-10
329,-0.19598521120958137,1.0779324622479947,0.5307791784204622,1995-09
330,0.25865839608258273,1.1131504527791156,0.5452343394803036,1995-08
331,0.622373281916314,1.1483684433102366,0.5596895005401451,1995-07
332,0.8042307248331797,1.1835864338413578,0.5741446615999867,1995-06
333,0.622373281916314,1.2364134196380392,0.6030549837196696,1995-05
334,0.4405158389994484,1.2892404054347217,0.6319653058393533,1995-04
335,0.4405158389994484,1.3420673912314034,0.6608756279590362,1995-03
336,0.4405158389994484,1.3596763864969639,0.7042411111385607,1995-02
337,0.4405158389994484,1.3772853817625244,0.7476065943180851,1995-01
338,0.622373281916314,1.3948943770280848,0.7909720774976096,1994-12
339,0.5314445604578812,1.430112367559206,0.8343375606771339,1994-11
340,0.622373281916314,1.465330358090327,0.8777030438566592,1994-10
341,0.622373281916314,1.5005483486214481,0.9210685270361836,1994-09
342,0.4405158389994484,1.5005483486214481,0.9499788491558665,1994-08
343,0.25865839608258273,1.5005483486214481,0.9788891712755495,1994-07
344,0.16772967462414992,1.5005483486214481,1.0077994933952323,1994-06
345,0.16772967462414992,1.4829393533558874,1.0077994933952323,1994-05
346,-0.014127768292715726,1.465330358090327,1.0077994933952323,1994-04
347,-0.10505648975114855,1.4477213628247665,1.0077994933952323,1994-03
348,-0.19598521120958137,1.4125033722936455,0.9788891712755495,1994-02
349,-0.19598521120958137,1.3772853817625244,0.9499788491558665,1994-01
350,-0.377842654126447,1.3420673912314034,0.9210685270361836,1993-12
351,-0.46877137558487986,1.3068494007002822,0.8632478827968176,1993-11
352,-0.6506288185017455,1.2716314101691604,0.805427238557451,1993-10
353,-0.7415575399601783,1.2364134196380392,0.7476065943180851,1993-09
354,-0.7415575399601783,1.1835864338413578,0.6897859500787192,1993-08
355,-0.8324862614186112,1.130759448044676,0.6319653058393525,1993-07
356,-0.6506288185017455,1.0779324622479947,0.5741446615999867,1993-06
357,-0.6506288185017455,1.060323466982434,0.5163240173606207,1993-05
358,-0.014127768292715726,1.0427144717168726,0.45850337312125405,1993-04
359,-0.2869139326680142,1.0251054764513121,0.40068272888188816,1993-03
360,-0.377842654126447,1.0074964811857516,0.35731724570236373,1993-02
361,-0.377842654126447,0.989887485920191,0.3139517625228393,1993-01
362,-0.19598521120958137,0.9722784906546305,0.27058627934331486,1992-12
363,-0.014127768292715726,0.95466949538907,0.22722079616379004,1992-11
364,-0.014127768292715726,0.9370605001235095,0.1838553129842656,1992-10
365,-0.10505648975114855,0.9194515048579489,0.14048982980474078,1992-09
366,-0.19598521120958137,0.9018425095923884,0.09712434662521637,1992-08
367,-0.19598521120958137,0.884233514326828,0.05375886344569155,1992-07
368,-0.10505648975114855,0.8666245190612674,0.01039338026616712,1992-06
369,-0.014127768292715726,0.8490155237957069,-0.018516941853515833,1992-05
370,-0.014127768292715726,0.8314065285301463,-0.04742726397319917,1992-04
371,-0.10505648975114855,0.8137975332645858,-0.07633758609288212,1992-03
372,-0.10505648975114855,0.7785795427334647,-0.11970306927240655,1992-02
373,-0.19598521120958137,0.7433615522023428,-0.16306855245193136,1992-01
374,-0.19598521120958137,0.7081435616712217,-0.2064340356314558,1991-12
375,-0.19598521120958137,0.6553165758745402,-0.23534435775113874,1991-11
376,-0.19598521120958137,0.6024895900778586,-0.2642546798708221,1991-10
377,-0.19598521120958137,0.5496626042811771,-0.29316500199050505,1991-09
378,-0.10505648975114855,0.514444613750056,-0.32207532411018797,1991-08
379,-0.19598521120958137,0.479226623218934,-0.35098564622987094,1991-07
380,-0.10505648975114855,0.444008632687813,-0.3798959683495539,1991-06
381,-0.014127768292715726,0.42639963742225245,-0.3943511294093954,1991-05
382,-0.014127768292715726,0.4087906421566919,-0.4088062904692372,1991-04
383,0.4405158389994484,0.3911816468911314,-0.4232614515290787,1991-03
384,-0.014127768292715726,0.3911816468911314,-0.4232614515290787,1991-02
385,-0.014127768292715726,0.3911816468911314,-0.4232614515290787,1991-01
386,0.16772967462414992,0.3911816468911314,-0.4232614515290787,1990-12
387,0.0768009531657171,0.4087906421566919,-0.4232614515290787,1990-11
388,0.16772967462414992,0.42639963742225245,-0.4232614515290787,1990-10
389,0.0768009531657171,0.444008632687813,-0.4232614515290787,1990-09
390,0.4405158389994484,0.46161762795337347,-0.4232614515290787,1990-08
391,0.8042307248331797,0.479226623218934,-0.4232614515290787,1990-07
392,0.8042307248331797,0.49683561848449453,-0.4232614515290787,1990-06
393,0.5314445604578812,0.514444613750055,-0.4232614515290787,1990-05
394,0.7133020033747468,0.5320536090156165,-0.4232614515290787,1990-04
395,0.8951594462916125,0.5496626042811771,-0.4232614515290787,1990-03
396,0.8042307248331797,0.5496626042811771,-0.4232614515290787,1990-02
397,0.9860881677500453,0.5496626042811771,-0.4232614515290787,1990-01
398,0.9860881677500453,0.5496626042811771,-0.4232614515290787,1989-12
399,0.8042307248331797,0.5672715995467376,-0.4232614515290787,1989-11
